feature,verdict,auc_train,auc_holdout,delta,auc_train_lo,auc_train_hi,auc_holdout_lo,auc_holdout_hi,dxy_train,dxy_holdout,iv_train,iv_holdout,woe_rho,woe_flip_mass,p_delong,unstable,n_train,n_holdout,null_rate_train,null_rate_holdout,note,p_delong_bh
card_txn_amt_sum_24h,pass,0.5766,0.56,-0.0166,0.5656,0.5875,0.5506,0.5693,-0.0909,-0.1197,0.0766,0.0748,0.7,0,0.0239238698082956,FALSE,100392,100393,0.2035,0.2218,"",0.0260132907522515
card_txn_count_24h,pass,0.5585,0.5384,-0.0201,0.5475,0.5695,0.529,0.5478,0.0607,0.0351,0.0446,0.0324,0.5476,0,0.00633787073448004,TRUE,100392,100393,0,0,"",0.00707681530441942
client_m8_mean_prior,pass,0.506,0.5919,0.086,0.5001,0.5119,0.5831,0.6007,0.0151,-0.1148,0.0017,0.1834,0.5,0,8.74115969049306e-57,FALSE,100392,100393,0.8871,0.4692,"",2.94128211207131e-56
client_txn_count_24h,pass,0.6673,0.7099,0.0426,0.6567,0.678,0.7008,0.7189,0.1917,0.1918,0.4427,0.7251,1,0,2.44900807219251e-09,FALSE,100392,100393,0.0908,0.1041,"",3.59765787596423e-09
dist1,pass,0.5577,0.6097,0.0519,0.5501,0.5653,0.6021,0.6172,0.0968,0.0465,0.0912,0.252,0.3636,0,1.63441785874617e-21,FALSE,100392,100393,0.697,0.5534,"",3.05992516411878e-21
dist2,pass,0.558,0.5661,0.0082,0.5502,0.5658,0.5597,0.5725,0.0806,-0.0539,0.1377,0.2272,0.4303,0,0.112715811027019,FALSE,100392,100393,0.9174,0.9521,"",0.11867330632443
id_01,pass,0.5954,0.6969,0.1015,0.5844,0.6064,0.6882,0.7056,-0.1848,-0.2061,0.1933,0.6963,0.9,0,1.65139345542057e-45,FALSE,100392,100393,0.5849,0.7932,"",4.11196970399723e-45
id_03,pass,0.5793,0.6379,0.0586,0.5701,0.5886,0.6298,0.6461,-0.0081,0.0739,0.1339,0.4741,1,0,1.11573513547191e-20,FALSE,100392,100393,0.8141,0.8929,"",2.05791147209264e-20
id_05,pass,0.5856,0.6841,0.0985,0.575,0.5961,0.6755,0.6927,0.0096,-0.0012,0.1253,0.6141,0.9429,0,1.57011744489467e-45,FALSE,100392,100393,0.6087,0.8054,"",3.92923863094244e-45
id_06,pass,0.5874,0.6831,0.0958,0.5768,0.598,0.6745,0.6917,-0.1343,-0.0943,0.1283,0.6092,0.9,0,4.78528535796076e-43,FALSE,100392,100393,0.6087,0.8054,"",1.12409061710588e-42
id_09,pass,0.5824,0.6479,0.0655,0.5729,0.5919,0.6397,0.6562,0.0051,0.0833,0.1332,0.5151,0.5,0,1.45099667359631e-24,FALSE,100392,100393,0.7826,0.8839,"",2.8116589239337e-24
id_12,pass,0.5729,0.6937,0.1208,0.5629,0.5829,0.6851,0.7023,,,0.0827,0.6715,1,0,4.23957765884402e-72,FALSE,100392,100393,0.5849,0.7932,"",2.63913709263041e-71
id_13,pass,0.5842,0.6865,0.1023,0.5736,0.5948,0.6779,0.6951,-0.1138,-0.0627,0.1629,0.6344,0.1,0,4.80090373739267e-49,FALSE,100392,100393,0.6601,0.8069,"",1.30647544329046e-48
id_27,pass,0.5022,0.5081,0.0059,0.4995,0.505,0.5056,0.5107,,,0.0023,0.0206,1,0,0.00204564927889159,FALSE,100392,100393,0.9837,0.9925,"",0.00236365044289562
id_37,pass,0.576,0.6866,0.1106,0.5659,0.5861,0.6781,0.6951,0.0167,0.0254,0.0904,0.6301,1,0,8.63154825076313e-61,FALSE,100392,100393,0.5953,0.7982,"",3.20784405140301e-60
